Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Nick Lodolo","CIN",9,8,0,29,28,156.2,8.961702709552048,1.780851179462266,1.2638298692958017,0.2761904761904762,0.80687831,0.425925925,0.129411764,93.8487689453125,3.331915109961659,3.499192693387338,3.811732106819691,3.6591513533916493,2.807055052369833,"Nick Lodolo",26378,666157
"Cade Smith","CLE",8,5,16,76,0,73.2,12.705884107478782,2.321267288866316,0.4886878502876455,0.30177514792899407,0.64917127,0.366279069,0.059701492,96.48865439842805,2.932127101725873,2.507430867821359,1.954140680011644,2.65047381812976,2.7134203910827637,"Cade Smith",27867,671922
"Aroldis Chapman","BOS",5,3,32,67,0,61.1,12.472827121305642,2.2010871390539366,0.4402174278107874,0.2,0.87628866,0.385826771,0.052631578,98.4798018292683,1.1739131408287662,2.060281595618892,1.7329622888835388,2.5299048703522624,2.6448545455932617,"Aroldis Chapman",10233,547973
"Luis Castillo","SEA",11,8,0,32,32,180.2,8.07011047391123,2.291512850616769,1.1457564253083845,0.2859960552268245,0.76800847,0.412878787,0.105022831,95.10015387400435,3.5369002694302303,4.044377425834874,3.8768337143001377,4.0907132835925175,2.6306910514831543,"Luis Castillo",15689,622491
"Dean Kremer","BAL",11,10,0,31,29,171.2,7.444660428536475,2.359223375240432,1.153398094561989,0.2837022132796781,0.70870536,0.399224806,0.101851851,93.25198066732678,4.194174889316324,3.879013890056545,3.968146053168224,4.242023879240255,2.57356009632349,"Dean Kremer",19350,665152
"Chad Patrick","MIL",3,8,0,27,23,119.2,9.551532236413392,3.008356609893982,0.977715898215544,0.31347962382445144,0.77809798,0.31402439,0.089655172,94.1888975415911,3.5348190166254287,3.877614858008593,3.527893986720724,3.9837619683742664,2.55681817419827,"Chad Patrick",30113,694477
"Logan Gilbert","SEA",6,6,0,25,25,131,11.885496183206106,2.1297709923664123,1.3740458015267176,0.27631578947368424,0.78070175,0.389408099,0.148148148,95.47628035491906,3.435114503816794,3.084206169207837,3.3488767762220544,2.952959276201161,2.5506298542022705,"Logan Gilbert",22250,669302
"Drew Rasmussen","TBR",10,5,0,31,31,150,7.62,2.22,1.08,0.24623115577889448,0.83584337,0.492718446,0.128571428,95.79196947674419,2.76,3.476413268591816,3.841802984873454,3.7207596786816914,2.5460662841796875,"Drew Rasmussen",25385,656876
"Jack Flaherty","DET",8,15,0,31,31,161,10.509316770186336,3.298136645962733,1.2857142857142858,0.3054187192118227,0.70469799,0.367058823,0.129943502,93.09007629992465,4.6397515527950315,3.9721321184837843,3.8494220324925017,3.68723481956476,2.542010545730591,"Jack Flaherty",17479,656427
"Luis Severino","ATH",8,11,0,29,29,162.2,6.860656166743055,2.7663936156221993,0.8852459569991038,0.2925851703406814,0.65661479,0.411764705,0.084210526,96.16120576671035,4.536885529620407,4.593592879753934,4.106447854358581,4.62856143092934,2.540140390396118,"Luis Severino",15890,622663
"Janson Junk","MIA",6,4,1,21,16,110,6.300000327717191,1.06363641896524,0.6545454885939939,0.30144927536231886,0.63667233,0.405714285,0.060150375,93.5637649112969,4.172727489786711,4.436317013524614,3.1442272277705934,4.062875719808981,2.5398700833320618,"Janson Junk",23301,676083
"Clayton Kershaw","LAD",11,2,0,23,22,112.2,6.710059323058254,2.795858051274273,0.6390532688626909,0.281437125748503,0.72769953,0.474926253,0.07079646,88.8445927169162,3.355029661529127,3.7977758470088396,3.5522960909365993,4.175519855641242,2.5066360365599394,"Clayton Kershaw",2036,477132
"Mitch Keller","PIT",6,15,0,32,32,176.1,7.655954852212854,2.6030246497523706,1.0718336793097996,0.2901353965183752,0.69595262,0.436329588,0.108247422,94.1120790314651,4.185255319209694,4.444461967011915,4.019824434462495,4.16782497032021,2.4928290843963623,"Mitch Keller",17594,656605
"Yusei Kikuchi","LAA",7,11,0,33,33,178.1,8.781308661667545,3.734579545766657,1.211214987816213,0.31388329979879276,0.76096688,0.397286821,0.115384615,94.95633936808117,3.9869160015617013,4.4710703364785065,4.228594293318646,4.277277159065627,2.4652090072631836,"Yusei Kikuchi",20633,579328
"Kyle Freeland","COL",5,17,0,31,31,162.2,6.860656166743055,2.1024591478728714,1.2172131908737678,0.32947976878612717,0.64015519,0.418691588,0.111675126,91.56163507821901,4.979508508119959,4.955948205108265,4.180218350775174,4.2891690441532155,2.4503562450408936,"Kyle Freeland",16256,607536
"Chris Bassitt","TOR",11,9,0,32,31,170.1,8.771037443904913,2.7475538980906955,1.1624266491922173,0.3146997929606625,0.76368876,0.465208747,0.131736526,91.41218345905172,3.9628181222461953,4.156083869153655,4.009891725932244,3.842399346590432,2.430147584527731,"Chris Bassitt",12304,605135
"George Kirby","SEA",10,8,0,23,23,126,9.785714285714286,2.0714285714285716,1.0714285714285714,0.31547619047619047,0.71323529,0.441260744,0.128205128,96.05955729166666,4.214285714285714,3.875273453823832,3.3652950483655175,3.249291078769972,2.398303985595703,"George Kirby",25436,669923
"Spencer Schwellenbach","ATL",7,4,0,17,17,110.2,8.783132731957785,1.4638554553262977,1.0572289399578816,0.2593856655290102,0.71585903,0.468852459,0.141304347,97.02559386022928,3.0903615167999616,3.559085143648244,3.2526062004243297,3.0071846613004602,2.3963608741760254,"Spencer Schwellenbach",31846,680885
"Casey Mize","DET",14,6,0,28,28,149,8.395973154362416,2.174496644295302,1.2684563758389262,0.308411214953271,0.76260763,0.387387387,0.113513513,94.74893916560913,3.865771812080537,3.65870475605471,3.8868141705557804,3.9688394942939684,2.3776638507843018,"Casey Mize",20492,663554
"Adrian Houser","- - -",8,5,0,21,21,125,6.624000202148443,2.7360000834960965,0.7200000219726569,0.3027027027027027,0.77272727,0.489417989,0.080645161,95.29931200731981,3.3120001010742217,4.041611519341091,3.8071363387146,4.2965417539262525,2.2835106253623962,"Adrian Houser",12718,605288
"Jack Leiter","TEX",10,10,0,29,29,151.2,8.782418171468423,3.9758244424890834,1.0681319397731865,0.26715686274509803,0.74798619,0.378823529,0.095238095,97.37845493027888,3.8571431158476184,4.453724874418028,4.150521001694878,4.528908261114586,2.2582685947418213,"Jack Leiter",30146,683004
"Justin Verlander","SFG",4,11,0,29,29,152,8.111842105263158,3.0789473684210527,0.9473684210526315,0.3082039911308204,0.72927597,0.344902386,0.077669902,93.9484506302521,3.848684210526316,4.2365869115068895,3.8456626339962607,4.566704073783598,2.249141216278076,"Justin Verlander",8700,434378
"Garrett Whitlock","BOS",7,3,1,62,0,72,11.3750012053385,3.0000003178914727,0.25000002649095604,0.30409356725146197,0.77306733,0.450867052,0.033333333,,2.2500002384186044,2.7892535095283804,2.176802883324789,3.100474632418242,2.2452890872955322,"Garrett Whitlock",20191,676477
"Adrian Morejon","SDP",13,6,3,75,0,73.2,8.552038265738089,2.0769235788221074,0.2443439504496597,0.23857868020304568,0.68037975,0.53125,0.036363636,96.61758915070564,2.0769235788221074,2.6323855320956833,2.2799324916329784,3.0780638471348434,2.243201494216919,"Adrian Morejon",20039,670970
"Bryan Abreu","HOU",3,4,7,70,0,71,13.30986058515743,3.9295778870464795,0.5070423080059974,0.3092105263157895,0.84577114,0.348387096,0.06557377,97.24713936237374,2.281690386026988,3.412074852127331,2.3886573647535134,2.9808559946208932,2.233285427093506,"Bryan Abreu",16609,650556
"Shane Smith","CHW",7,8,0,29,29,146.1,8.91799575416359,3.567198301665436,1.0455581229019382,0.2604166666666667,0.71691176,0.404522613,0.108974358,95.82670323988971,3.8132119776423625,3.9836912550658834,4.09868988244975,4.232024737480213,2.1860880851745605,"Shane Smith",31687,681343
"Robbie Ray","SFG",11,8,0,32,32,182.1,9.180987459032451,3.6032907769320914,1.085923247842548,0.2680851063829787,0.7415036,0.360655737,0.096491228,93.62859071696931,3.652650924561298,3.704886731491026,3.930383141121784,4.289706170010815,2.184039831161499,"Robbie Ray",11486,592662
"Cade Horton","CHC",11,4,0,23,22,118,7.398305563089763,2.5169493152779605,0.7627119137205941,0.25757575757575757,0.78333333,0.423076923,0.0729927,95.51335144042969,2.6694916980220795,3.8806037841483247,3.5842888896200265,4.272579494519117,2.152771433349699,"Cade Horton",31872,690990
"Jhoan Duran","- - -",7,6,32,72,0,70,10.285714565977766,2.4428572094197194,0.3857142962241662,0.3021978021978022,0.80474934,0.650273224,0.083333333,100.55504496850132,2.057142913195553,2.5076996004363172,2.349422011083486,2.5851736651158292,2.1193090081214905,"Jhoan Duran",21029,661395
"Nick Martinez","CIN",11,14,0,40,26,165.2,6.301810961929582,2.2816901758710553,1.1951710445038861,0.27364185110663986,0.68493151,0.380859375,0.10576923,92.64349782665204,4.454728438605394,4.038836423907126,4.330307362710673,4.539654111259933,2.0895958244800568,"Nick Martinez",12730,607259
"Will Warren","NYY",9,8,0,33,33,162.1,9.48049311018654,3.6036962114744155,1.2197125638836483,0.3028953229398664,0.69826707,0.420600858,0.130177514,93.18615879828326,4.435318414122357,4.57161383400968,4.065321152279671,3.908569263591761,2.086449384689331,"Will Warren",30182,701542
"Cole Ragans","KCR",3,3,0,13,13,61.2,14.302703292545763,2.9189190392950537,1.021621663753269,0.35384615384615387,0.64417178,0.367647058,0.122807017,95.5696248829588,4.670270462872086,2.668361916316302,2.502703859692859,2.4520953323617993,2.082580327987671,"Cole Ragans",21846,666142
"Emmet Sheehan","LAD",6,3,0,15,12,73.1,10.922727888261026,2.700000152154411,0.8590909575036761,0.24561403508771928,0.69620253,0.331460674,0.0875,95.43712832322761,2.822727431797793,2.998216316758176,2.9305908521344834,3.3715792203979396,2.0811538696289062,"Emmet Sheehan",29839,686218
"David Bednar","- - -",6,5,27,64,0,62.2,12.351065082861016,2.7287236810972013,0.5744681433888844,0.2978723404255319,0.79470199,0.44137931,0.072727272,97.07157921632484,2.2978725735555376,2.848870936380127,2.177689412558647,2.701024502574199,2.049939513206482,"David Bednar",19569,670280
"Mason Miller","- - -",1,2,22,60,0,61.2,15.178380412735248,4.086487034197951,0.7297298275353484,0.23958333333333334,0.76,0.404040404,0.113636363,101.22627401447106,2.6270273791272545,2.5222320814297414,2.2270280883850204,2.273025875917015,2.044782817363739,"Mason Miller",31757,695243
"Ryne Nelson","ARI",7,3,1,33,23,154,7.7142858098300815,2.3961039257805554,0.9935065058114498,0.25176470588235295,0.7369146,0.39909297,0.097142857,95.63568338923429,3.3896104315920055,3.9267559728109345,3.7325389230084434,4.049450485953284,2.035196900367737,"Ryne Nelson",26253,669194
"Ryan Pepiot","TBR",11,12,0,31,31,167.2,8.964215255598686,3.2743540753983225,1.3956263272189573,0.2577565632458234,0.75334143,0.382352941,0.138297872,95.11479355436573,3.864811367683266,3.99877528249045,4.357800408291771,4.070605507257234,2.0350005626678467,"Ryan Pepiot",26221,686752
"Edward Cabrera","MIA",8,7,0,26,26,137.2,9.806296124126897,3.138014759720607,1.1113802274010482,0.29213483146067415,0.76675258,0.466307277,0.136,96.95364538278547,3.5302666046856825,4.046557117286899,3.8252090084231245,3.619766482462699,2.017101526260376,"Edward Cabrera",21690,665795
"Edwin Díaz","NYM",6,3,28,62,0,66.1,13.296483431599176,2.849246449628395,0.5427136094530276,0.25984251968503935,0.86092715,0.484375,0.093023255,97.35310407366072,1.6281408283590828,2.489935206540468,2.2758397699061605,2.4913391412466384,2.0127620697021484,"Edwin Diaz",14710,621242
"Shane Baz","TBR",10,12,0,31,31,166.1,9.523046383387086,3.462925957595304,1.4068136702730922,0.30275229357798167,0.71942446,0.467391304,0.155688622,96.86875130862647,4.869739627868396,3.86187444552745,4.367601285753727,3.8834557733781567,1.9600975513458252,"Shane Baz",22264,669358
"Lucas Giolito","BOS",10,4,0,26,26,145,7.510344827586207,3.475862068965517,1.0551724137931036,0.2727272727272727,0.76735688,0.378190255,0.092896174,93.2910394851658,3.413793103448276,5.013314614681873,4.169619076827477,4.591262487913,1.9509938955307007,"Lucas Giolito",15474,608337
"Tyler Mahle","TEX",6,4,0,16,16,86.2,6.853846354964222,3.011538549908522,0.5192307844669866,0.2601626016260163,0.84615385,0.388,0.049019607,92.26001690423976,2.1807692947613435,4.226315368541248,3.3659055557476703,4.430414165165692,1.9284228086471558,"Tyler Mahle",16358,641816
"Shohei Ohtani","LAD",1,1,0,14,14,47,11.872340425531915,1.7234042553191489,0.574468085106383,0.32456140350877194,0.75892857,0.413793103,0.071428571,98.24802701271186,2.872340425531915,2.5335038385682194,1.901093765015298,2.449031025044462,1.9280993938446045,"Shohei Ohtani",19755,660271
"Brayan Bello","BOS",11,9,0,29,28,166.2,6.6960004086914315,3.18600019445802,0.8640000527343782,0.26844262295081966,0.75279756,0.498007968,0.102564102,95.09058435028304,3.3480002043457158,4.481964379168802,4.191136382659916,4.386204393213612,1.922230213880539,"Brayan Bello",23920,678394
"Robert Suarez","SDP",4,6,40,70,0,69.2,9.688995569000813,2.06698572138684,0.775119645520065,0.2411764705882353,0.72438163,0.362068965,0.084507042,98.6495388215859,2.9712919744935826,3.6462500649818272,2.8767631030334324,3.3283921819659374,1.912063479423523,"Robert Suarez",30115,663158
"Clay Holmes","NYM",12,8,0,33,31,165.2,7.008048316633383,3.585513092231033,0.7605633832005222,0.27983539094650206,0.74021012,0.557575757,0.105263157,93.50304578234265,3.5311871362881386,4.326248941375089,4.106967307851899,4.246110138573057,1.9086615219712257,"Clay Holmes",13649,605280
"Andrés Muñoz","SEA",3,3,38,64,0,62.1,11.983957463717486,4.0427808311336095,0.28877005936668637,0.24817518248175183,0.76687117,0.514705882,0.047619047,98.5158176369863,1.7326203562001183,2.8119916811941903,2.4292539508659985,3.0509606676346346,1.9050965309143066,"Andres Munoz",20373,662253
"Blake Snell","LAD",5,4,0,11,11,61.1,10.565217610342971,3.8152174704016284,0.44021740043095714,0.3137254901960784,0.76923077,0.486666666,0.073170731,95.1011623051225,2.3478261356317716,3.2706250128141834,2.69491891777583,3.089668576610498,1.8925966024398804,"Blake Snell",13543,605483
"Quinn Priester","MIL",13,3,0,29,24,157.1,7.550847976346806,2.8601696880101537,1.0296610876836554,0.2841163310961969,0.79067122,0.560869565,0.13740458,,3.3177968380917786,3.6481761831389714,4.012255022529901,3.8086608363280527,1.8801340162754059,"Quinn Priester",25977,682990
"Eury Pérez","MIA",7,6,0,20,20,95.1,9.912587941447862,3.0209791821555387,1.132867193308327,0.24034334763948498,0.64965197,0.310204081,0.095238095,97.82969841385332,4.248251974906227,3.2376398031637823,3.670101381713497,4.071421196804374,1.8707106113433838,"Eury Perez",27768,691587
"Patrick Corbin","TEX",7,11,0,31,30,155.1,7.590129003897377,2.9549357190745513,1.2167382372659916,0.3063457330415755,0.73275862,0.39614561,0.121387283,91.48894904641544,4.403433620581684,4.749084740282837,4.248870260254494,4.2084468777685595,1.8691776394844055,"Patrick Corbin",9323,571578
"Tanner Bibee","CLE",12,11,0,31,31,182.1,7.99634391593149,2.6654479719771635,1.3327239859885818,0.28094302554027506,0.71865443,0.447368421,0.129807692,94.39715753944175,4.244972696111779,3.6238199676926057,4.336233243850817,4.169954139453331,1.8680830001831055,"Tanner Bibee",30134,676440
"Colin Rea","CHC",11,7,1,32,27,159.1,7.173640439299197,2.485355742749328,1.1297071557951492,0.2903225806451613,0.74576271,0.394572025,0.105820105,93.82150726028819,3.953975045283022,4.523656420928049,4.11421585322925,4.31121626130062,1.8599650710821152,"Colin Rea",12317,607067
"Noah Cameron","KCR",9,7,0,24,24,138.1,7.416867742584145,2.7975904643080547,1.1710843804080229,0.24074074074074073,0.83975347,0.41432225,0.124137931,92.39929947460595,2.9927711943760587,4.079739537507821,4.176100211902808,4.100573948729761,1.8170421123504639,"Noah Cameron",30184,702070
"Kyle Hendricks","LAA",8,10,0,31,31,164.2,6.230769615684207,2.350202574337026,1.3663968455447824,0.2795275590551181,0.68333333,0.38490566,0.111111111,86.60104370117188,4.755061022495843,3.9157386627954116,4.598699161656977,4.731642565591036,1.8168165683746338,"Kyle Hendricks",12049,543294
"Pablo López","MIN",5,4,0,14,14,75.2,8.682819675086595,2.3788547055031763,0.713656411650953,0.27751196172248804,0.75376884,0.384976525,0.071428571,94.67278746380309,2.735682911328653,3.9415547750801196,3.187999756106858,3.8686971680959914,1.8072704076766968,"Pablo Lopez",17085,641154
"Matthew Liberatore","STL",8,12,0,29,29,151.2,7.239560925129376,2.3736265328293036,1.1274726030939193,0.3002159827213823,0.70125428,0.374207188,0.101063829,93.88912655563689,4.213187095772014,4.872611417313495,4.025246268017776,4.307753921128919,1.785821795463562,"Matthew Liberatore",22294,669461
"Taj Bradley","- - -",6,8,0,27,27,142.2,8.011682600025043,3.532710437806318,1.1985981842557152,0.2807017543859649,0.62652068,0.435096153,0.11728395,96.21635318564498,5.046729196866169,4.089863812581611,4.347753194676019,4.367111389440915,1.7733981311321259,"Taj Bradley",22543,671737
"Brandon Woodruff","MIL",7,2,0,12,12,64.2,11.551546846037672,1.948453684873824,1.2525773688474584,0.24324324324324326,0.72874494,0.339743589,0.11392405,92.96900860191637,3.2010310537212825,2.204293756764957,3.166064154474626,3.2402508460844484,1.767730474472046,"Brandon Woodruff",16162,605540
"Will Vest","DET",6,5,23,64,0,68.2,9.830098543644661,2.883495572802434,0.5242719223277152,0.3131868131868132,0.73979592,0.581521739,0.083333333,96.84275377516778,3.0145635533843627,2.875878297391482,2.7128061585539056,3.0332453386968257,1.7659273147583008,"Will Vest",19769,676684
"Sandy Alcantara","MIA",11,12,0,31,31,174.2,7.316794319257332,2.937023071814563,1.133587852279305,0.27766990291262134,0.61938062,0.46542056,0.125714285,97.74060132575758,5.358778938047624,4.627612997921101,4.280174552832348,4.187451532674813,1.7427232265472412,"Sandy Alcantara",18684,645261
